timestamps,open,high,low,close,volume,amount
2025-09-09 11:05:00,578.12,578.28,577.66,578.15,106690.0,61672421.225
2025-09-09 11:10:00,578.15,578.43,577.94,578.23,75850.0,43855521.875
2025-09-09 11:15:00,578.245,578.57,578.24,578.4,52547.0,30391279.971249998
2025-09-09 11:20:00,578.4,578.58,578.19,578.3,56020.0,32400147.350000005
2025-09-09 11:25:00,578.31,578.51,578.2,578.43,59086.0,34173126.675
2025-09-09 11:30:00,578.43,578.48,578.11,578.15,72188.0,41745778.99
2025-09-09 11:35:00,578.17,578.27,577.96,578.07,63873.0,36926099.0775
2025-09-09 11:40:00,578.09,578.1,577.69,577.87,84702.0,48952462.125
2025-09-09 11:45:00,577.87,578.22,577.81,577.83,70365.0,40666220.3625
2025-09-09 11:50:00,577.84,579.05,577.84,578.94,112706.0,65191122.755
2025-09-09 11:55:00,578.95,579.1,578.43,578.43,104340.0,60384427.349999994
2025-09-09 12:00:00,578.44,578.84,578.39,578.76,42403.0,24534693.8225
2025-09-09 12:05:00,578.75,578.98,578.7,578.96,56590.0,32756980.025000006
2025-09-09 12:10:00,578.97,579.32,578.97,579.3,83793.0,48527878.019999996
2025-09-09 12:15:00,579.31,579.64,579.2,579.22,98087.0,56825967.7975
2025-09-09 12:20:00,579.24,579.25,578.72,579.11,107721.0,62379076.68000001
2025-09-09 12:25:00,579.1,579.33,579.05,579.25,57174.0,33114180.255
2025-09-09 12:30:00,579.26,579.3,579.09,579.3,44805.0,25952736.187499996
2025-09-09 12:35:00,579.24,579.32,579.15,579.28,34859.0,20191988.6025
2025-09-09 12:40:00,579.27,579.345,579.06,579.1,49371.0,28595374.63125
2025-09-09 12:45:00,579.1,579.38,579.0,579.24,53638.0,31066056.840000004
2025-09-09 12:50:00,579.23,579.28,578.98,579.09,38645.0,22381058.525
2025-09-09 12:55:00,579.1,579.535,579.1,579.32,47202.0,27342407.527500004
2025-09-09 13:00:00,579.33,579.73,579.33,579.68,104454.0,60532920.94499999
2025-09-09 13:05:00,579.67,579.92,579.66,579.86,86246.0,50003490.265
2025-09-09 13:10:00,579.86,580.15,579.78,579.78,179348.0,104002560.08999999
2025-09-09 13:15:00,579.78,580.08,579.76,579.79,58193.0,33743356.5325
2025-09-09 13:20:00,579.8,580.01,579.75,580.01,58771.0,34080862.11749999
2025-09-09 13:25:00,580.0,580.12,579.82,579.82,63844.0,37025689.36000001
2025-09-09 13:30:00,579.84,579.95,579.61,579.63,94803.0,54962750.27250001
2025-09-09 13:35:00,579.62,579.76,579.49,579.71,74223.0,43022990.835
2025-09-09 13:40:00,579.7,579.73,579.46,579.63,62151.0,36024584.13
2025-09-09 13:45:00,579.62,579.87,579.58,579.75,75492.0,43763089.86
2025-09-09 13:50:00,579.76,579.9,579.7,579.85,40237.0,23329513.1925
2025-09-09 13:55:00,579.86,579.92,579.73,579.75,41268.0,23927805.42
2025-09-09 14:00:00,579.76,579.89,579.71,579.81,63302.0,36702024.835
2025-09-09 14:05:00,579.82,579.98,579.8,579.94,55303.0,32069380.155
2025-09-09 14:10:00,579.94,579.985,579.38,579.86,112823.0,65413788.19875001
2025-09-09 14:15:00,579.82,579.94,579.63,579.81,68732.0,39850813.6
2025-09-09 14:20:00,579.82,579.92,579.72,579.78,77030.0,44662764.3
2025-09-09 14:25:00,579.79,579.81,579.575,579.62,51934.0,30106074.8825
2025-09-09 14:30:00,579.63,579.73,579.45,579.49,95181.0,55164528.075
2025-09-09 14:35:00,579.49,579.58,579.39,579.39,66442.0,38500647.425
2025-09-09 14:40:00,579.4,579.635,579.39,579.5,45857.0,26573271.68125
2025-09-09 14:45:00,579.5,579.89,579.5,579.89,85478.0,49551169.20999999
2025-09-09 14:50:00,579.88,579.96,579.79,579.92,59212.0,34336298.650000006
2025-09-09 14:55:00,579.93,579.98,579.79,579.87,58548.0,33951546.089999996
2025-09-09 15:00:00,579.87,579.96,579.75,579.925,53457.0,30998444.696250003
2025-09-09 15:05:00,579.92,579.94,579.74,579.78,40886.0,23707542.67
2025-09-09 15:10:00,579.78,579.83,579.68,579.73,72152.0,41830482.76
2025-09-09 15:15:00,579.73,580.01,579.73,579.97,84707.0,49118201.02
2025-09-09 15:20:00,579.97,580.22,579.95,580.14,75228.0,43637505.96
2025-09-09 15:25:00,580.13,580.28,580.13,580.18,67393.0,39100070.739999995
2025-09-09 15:30:00,580.19,580.29,580.02,580.25,67623.0,39234019.3125
2025-09-09 15:35:00,580.24,580.29,579.93,580.01,68728.0,39870315.54000001
2025-09-09 15:40:00,580.01,580.02,579.69,579.93,109078.0,63255695.675000004
2025-09-09 15:45:00,579.93,580.15,579.9,580.06,110853.0,64295848.53
2025-09-09 15:50:00,580.06,580.64,580.06,580.54,290133.0,168371433.225
2025-09-09 15:55:00,580.54,580.94,580.43,580.47,611553.0,355064614.035
2025-09-10 09:30:00,583.74,583.76,582.12,582.84,767524.0,447554757.26
2025-09-10 09:35:00,582.84,583.16,581.97,582.31,480885.0,280149174.45
2025-09-10 09:40:00,582.31,582.57,581.77,582.07,314583.0,183143930.94000003
2025-09-10 09:45:00,582.08,582.41,581.61,582.39,336952.0,196147340.61999997
2025-09-10 09:50:00,582.38,582.58,581.33,581.72,354251.0,206174967.62750003
2025-09-10 09:55:00,581.7,582.17,581.44,582.05,237252.0,138042703.67999998
2025-09-10 10:00:00,582.02,582.99,581.91,582.82,268390.0,156319729.65
2025-09-10 10:05:00,582.83,583.15,582.41,582.6,250977.0,146256219.30749997
2025-09-10 10:10:00,582.61,583.03,582.43,582.71,182355.0,106257346.725
2025-09-10 10:15:00,582.71,583.14,582.49,582.99,166790.0,97210632.675
2025-09-10 10:20:00,582.98,583.325,582.77,583.29,139874.0,81559305.5025
2025-09-10 10:25:00,583.27,583.355,582.75,582.85,143120.0,83447010.5
2025-09-10 10:30:00,582.83,583.27,582.77,582.97,158642.0,92481940.32000001
2025-09-10 10:35:00,582.97,583.28,582.69,583.02,140355.0,81825561.45
2025-09-10 10:40:00,583.02,583.26,582.81,583.175,117449.0,68480547.99625
2025-09-10 10:45:00,583.15,583.45,583.04,583.18,141312.0,82413864.96
2025-09-10 10:50:00,583.19,583.4,582.73,582.99,159648.0,93087156.72000001
2025-09-10 10:55:00,582.97,583.31,582.72,582.91,143925.0,83905036.6875
2025-09-10 11:00:00,582.93,583.19,582.75,582.99,145616.0,84889031.43999998
2025-09-10 11:05:00,582.98,583.11,582.72,582.92,186453.0,108689513.4225
2025-09-10 11:10:00,582.92,583.17,582.89,582.95,128849.0,75116712.14250001
2025-09-10 11:15:00,582.93,582.96,582.18,582.25,188779.0,109978869.82
2025-09-10 11:20:00,582.22,582.28,581.92,582.12,196754.0,114537389.78999999
2025-09-10 11:25:00,582.12,582.48,581.85,582.34,170037.0,98995116.3075
2025-09-10 11:30:00,582.35,582.43,581.86,582.08,132266.0,77002619.88
2025-09-10 11:35:00,582.11,582.56,581.97,582.47,89195.0,51936241.612500004
2025-09-10 11:40:00,582.47,582.645,582.37,582.64,89876.0,52355578.625
2025-09-10 11:45:00,582.65,582.79,582.48,582.76,102083.0,59480701.61000001
2025-09-10 11:50:00,582.75,582.965,582.71,582.93,86692.0,50527456.915
2025-09-10 11:55:00,582.93,582.93,582.49,582.5,82743.0,48215380.387499996
2025-09-10 12:00:00,582.5,582.51,581.985,582.08,125577.0,73119562.81875
2025-09-10 12:05:00,582.08,582.22,581.88,582.1,84871.0,49400862.970000006
2025-09-10 12:10:00,582.1,582.31,582.07,582.11,57111.0,33247025.872500002
2025-09-10 12:15:00,582.11,582.3,581.78,581.78,51570.0,30013353.224999998
2025-09-10 12:20:00,581.79,581.85,581.42,581.8,93855.0,54596861.324999996
2025-09-10 12:25:00,581.81,581.92,581.67,581.72,49795.0,28969735.099999998
2025-09-10 12:30:00,581.72,581.94,581.71,581.92,50896.0,29612437.96
2025-09-10 12:35:00,581.9,581.94,581.605,581.62,35082.0,20409523.5825
2025-09-10 12:40:00,581.64,581.73,581.34,581.36,71296.0,41459871.68
2025-09-10 12:45:00,581.36,581.55,581.25,581.33,81818.0,47566735.205
2025-09-10 12:50:00,581.33,581.66,581.27,581.58,68238.0,39677667.480000004
2025-09-10 12:55:00,581.59,581.94,581.59,581.89,67256.0,39126346.14
2025-09-10 13:00:00,581.89,582.28,581.8,582.01,99284.0,57782791.58
2025-09-10 13:05:00,582.02,582.1,581.82,582.045,62101.0,36142549.12125
2025-09-10 13:10:00,582.05,582.07,581.87,581.9,66657.0,38792540.9325
2025-09-10 13:15:00,581.91,581.93,581.56,581.6,47648.0,27719224.0
2025-09-10 13:20:00,581.63,581.7,581.06,581.26,84197.0,48953188.262499996
2025-09-10 13:25:00,581.25,581.25,580.73,580.94,134577.0,78194956.52250001
2025-09-10 13:30:00,580.94,581.26,580.78,581.24,126346.0,73413975.03
2025-09-10 13:35:00,581.22,581.46,581.04,581.09,72218.0,41973282.144999996
2025-09-10 13:40:00,581.08,581.485,581.02,581.315,62014.0,36044087.15
2025-09-10 13:45:00,581.3,581.455,581.17,581.38,57353.0,33340804.416250005
2025-09-10 13:50:00,581.39,581.535,580.88,581.12,62967.0,36598388.11875
2025-09-10 13:55:00,581.11,581.28,580.87,581.27,70714.0,41094203.605
2025-09-10 14:00:00,581.27,581.3,581.09,581.16,46493.0,27021964.064999998
2025-09-10 14:05:00,581.13,581.13,580.87,580.88,47117.0,27375094.792500004
2025-09-10 14:10:00,580.88,581.07,580.77,581.03,68982.0,40074230.625
2025-09-10 14:15:00,581.02,581.02,580.29,580.37,107797.0,62595022.974999994
2025-09-10 14:20:00,580.38,580.61,580.27,580.41,159816.0,92760003.18
2025-09-10 14:25:00,580.42,580.45,580.0,580.29,130472.0,75711596.88
2025-09-10 14:30:00,580.295,580.81,580.23,580.8,117951.0,68474536.34625001
2025-09-10 14:35:00,580.79,580.82,580.33,580.5,66975.0,38886354.75
2025-09-10 14:40:00,580.53,580.75,580.37,580.375,99150.0,57557194.6875
2025-09-10 14:45:00,580.38,580.52,579.89,580.06,122244.0,70927496.85
2025-09-10 14:50:00,580.06,580.07,579.77,579.98,63783.0,36992226.510000005
2025-09-10 14:55:00,579.99,580.52,579.97,580.41,94134.0,54618664.815
2025-09-10 15:00:00,580.41,580.5,579.84,579.91,79146.0,45917739.089999996
2025-09-10 15:05:00,579.91,580.11,579.49,579.59,137127.0,79502806.425
2025-09-10 15:10:00,579.58,579.7,579.01,579.04,119232.0,69074972.64
2025-09-10 15:15:00,579.05,579.44,578.93,579.38,213767.0,123813846.4
2025-09-10 15:20:00,579.37,579.37,578.55,579.03,156552.0,90656132.15999998
2025-09-10 15:25:00,579.02,579.26,578.94,579.12,106529.0,61689345.965
2025-09-10 15:30:00,579.14,579.86,579.14,579.62,180622.0,104659611.67999999
2025-09-10 15:35:00,579.63,579.85,579.2,579.25,146220.0,84731931.15
2025-09-10 15:40:00,579.24,580.43,579.11,580.43,133516.0,77412910.59
2025-09-10 15:45:00,580.43,580.54,580.185,580.45,185921.0,107908780.80124998
2025-09-10 15:50:00,580.45,580.89,580.45,580.59,239102.0,138821425.69
2025-09-10 15:55:00,580.6,581.13,580.57,580.7,609802.0,354142511.5
2025-09-11 09:30:00,583.24,583.73,583.02,583.45,422860.0,246679609.6
2025-09-11 09:35:00,583.44,583.49,582.02,582.21,368848.0,214960925.92
2025-09-11 09:40:00,582.21,582.46,581.66,581.94,297682.0,173271017.535
2025-09-11 09:45:00,581.96,582.94,581.62,582.57,325114.0,189304941.565
2025-09-11 09:50:00,582.6,583.24,582.335,583.09,224255.0,130699458.14375001
2025-09-11 09:55:00,583.09,583.48,582.85,583.27,224361.0,130841165.27250001
2025-09-11 10:00:00,583.26,583.36,582.86,583.29,204188.0,119080910.19
2025-09-11 10:05:00,583.27,583.85,583.23,583.45,211381.0,123330244.45
2025-09-11 10:10:00,583.45,583.56,582.69,582.78,210672.0,122847056.64
2025-09-11 10:15:00,582.79,583.23,582.54,582.62,147939.0,86218109.505
2025-09-11 10:20:00,582.62,583.02,582.5,583.02,94863.0,55285207.769999996
2025-09-11 10:25:00,583.01,583.08,582.62,582.95,87910.0,51244057.65
2025-09-11 10:30:00,582.94,583.76,582.86,583.74,123634.0,72118803.05000001
2025-09-11 10:35:00,583.73,584.09,583.7,584.08,155617.0,90864766.30000001
2025-09-11 10:40:00,584.07,584.21,583.94,584.13,130381.0,76153912.3375
